Year,Serie,Región,Value
2011,Proporción de viviendas principales con acceso a agua corriente,España,99.84
2021,Proporción de viviendas principales con acceso a agua corriente,España,99.85
2011,Proporción de viviendas principales con acceso a agua corriente,Cantabria,99.88
2021,Proporción de viviendas principales con acceso a agua corriente,Cantabria,99.91
2011,Proporción de viviendas principales que disponen de cuarto de aseo con inodoro,España,99.42
2021,Proporción de viviendas principales que disponen de cuarto de aseo con inodoro,España,99.76
2011,Proporción de viviendas principales que disponen de cuarto de aseo con inodoro,Cantabria,99.4
2021,Proporción de viviendas principales que disponen de cuarto de aseo con inodoro,Cantabria,99.55
2011,Proporción de viviendas principales que disponen de baño o ducha,España,99.49
2021,Proporción de viviendas principales que disponen de baño o ducha,España,99.52
2011,Proporción de viviendas principales que disponen de baño o ducha,Cantabria,99.19
2021,Proporción de viviendas principales que disponen de baño o ducha,Cantabria,99.6
