Year,Serie,Región,Value
2015,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,10.26
2016,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,10.7
2017,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,10.72
2018,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,10.22
2019,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,10.5
2020,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,8.52
2021,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,10.27
2022,Consumo anual de alcohol registrado en litros de alcohol puro por persona de 15 y más años,España,11.45
