Year,Serie,Región,Value
2015,Número de personas refugiadas por cada 100.000 habitantes,España,10.84
2016,Número de personas refugiadas por cada 100.000 habitantes,España,13.45
2017,Número de personas refugiadas por cada 100.000 habitantes,España,19.1
2018,Número de personas refugiadas por cada 100.000 habitantes,España,24.45
2019,Número de personas refugiadas por cada 100.000 habitantes,España,48.23
2020,Número de personas refugiadas por cada 100.000 habitantes,España,123.85
2021,Número de personas refugiadas por cada 100.000 habitantes,España,212.75
2022,Número de personas refugiadas por cada 100.000 habitantes,España,276.0
