Year,Serie,RefArea,Value
2010,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,86.02
2011,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,82.85
2013,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,84.94
2015,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,82.82
2017,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,82.16
2020,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,82.27
2022,Proporción de la población que tiene fácil acceso al transporte público,Cantabria,75.3
